WP_030326352.1	WP_030326352.1
WP_233017409.1	WP_233017409.1
WP_233017409.1	WP_245650705.1
WP_100599289.1	WP_100599289.1
WP_245565215.1	WP_245565215.1
WP_222174220.1	WP_222174220.1
WP_188489265.1	WP_188489265.1
WP_157342908.1	WP_157342908.1
WP_158890826.1	WP_158890826.1
WP_244320539.1	WP_244320539.1
WP_143528577.1	WP_143528577.1
WP_143528577.1	WP_219973566.1
WP_097941235.1	WP_097941235.1
WP_196810034.1	WP_196810034.1
WP_196810034.1	WP_174814087.1
WP_196810034.1	WP_205848769.1
WP_196810034.1	WP_207548058.1
WP_196810034.1	WP_204158343.1
WP_196810034.1	WP_155910984.1
WP_196810034.1	WP_155925560.1
WP_072704570.1	WP_072704570.1
WP_072704570.1	WP_083583774.1
WP_072704570.1	WP_068159436.1
WP_072704570.1	WP_169619544.1
WP_072704570.1	WP_024101648.1
WP_072704570.1	WP_065996448.1
WP_072704570.1	WP_217580293.1
WP_005936805.1	WP_005936805.1
WP_005936805.1	WP_246992018.1
WP_069765148.1	WP_069765148.1
WP_241037971.1	WP_241037971.1
WP_057475711.1	WP_057475711.1
WP_179796602.1	WP_179796602.1
WP_224277223.1	WP_224277223.1
WP_041996781.1	WP_041996781.1
WP_162393273.1	WP_162393273.1
WP_125089385.1	WP_125089385.1
WP_083865143.1	WP_083865143.1
WP_083865143.1	WP_083874694.1
WP_083865143.1	WP_077119327.1
WP_083865143.1	WP_081514187.1
WP_189244077.1	WP_189244077.1
WP_189244077.1	WP_239316859.1
WP_189244077.1	WP_084780141.1
WP_189244077.1	WP_246546976.1
WP_113828407.1	WP_113828407.1
WP_189138050.1	WP_189138050.1
WP_207918514.1	WP_207918514.1
WP_086681994.1	WP_086681994.1
WP_216895555.1	WP_216895555.1
WP_017617743.1	WP_017617743.1
WP_142007755.1	WP_142007755.1
WP_017593158.1	WP_017593158.1
WP_246462088.1	WP_246462088.1
WP_125038028.1	WP_125038028.1
WP_129986449.1	WP_129986449.1
WP_119065635.1	WP_119065635.1
WP_069801957.1	WP_069801957.1
WP_149653584.1	WP_149653584.1
WP_197690405.1	WP_197690405.1
WP_197690405.1	WP_197499916.1
WP_197690405.1	WP_228032178.1
WP_197690405.1	WP_241472199.1
WP_197690405.1	WP_199196290.1
WP_197690405.1	WP_199900939.1
WP_197690405.1	WP_207573561.1
WP_197690405.1	WP_210000404.1
WP_197690405.1	WP_057167005.1
WP_197690405.1	WP_023985333.1
WP_217809278.1	WP_217809278.1
WP_217809278.1	WP_196806409.1
WP_217809278.1	WP_198166732.1
WP_122441348.1	WP_122441348.1
WP_122441348.1	WP_122494960.1
WP_122441348.1	WP_103801197.1
WP_247864995.1	WP_247864995.1
WP_225404752.1	WP_225404752.1
WP_225404752.1	WP_224977194.1
WP_207223674.1	WP_207223674.1
WP_187769310.1	WP_187769310.1
WP_007619279.1	WP_007619279.1
WP_170182376.1	WP_170182376.1
WP_033188267.1	WP_033188267.1
WP_033188267.1	WP_121113951.1
WP_068368285.1	WP_068368285.1
WP_068368285.1	WP_128646008.1
WP_068368285.1	WP_121870469.1
WP_068368285.1	WP_008718423.1
WP_103939396.1	WP_103939396.1
WP_137160495.1	WP_137160495.1
WP_132992090.1	WP_132992090.1
WP_246162096.1	WP_246162096.1
WP_246162096.1	WP_246161989.1
WP_227997148.1	WP_227997148.1
WP_012852712.1	WP_012852712.1
WP_110342007.1	WP_110342007.1
WP_110342007.1	WP_112271686.1
WP_158918945.1	WP_158918945.1
WP_158918945.1	WP_153536640.1
WP_030870352.1	WP_030870352.1
WP_075022714.1	WP_075022714.1
WP_228799020.1	WP_228799020.1
WP_030615113.1	WP_030615113.1
WP_124437537.1	WP_124437537.1
WP_237754929.1	WP_237754929.1
WP_223397610.1	WP_223397610.1
WP_137774430.1	WP_137774430.1
WP_011566067.1	WP_011566067.1
WP_050982591.1	WP_050982591.1
WP_065014878.1	WP_065014878.1
WP_081287784.1	WP_081287784.1
WP_015305006.1	WP_015305006.1
WP_149480299.1	WP_149480299.1
WP_182616237.1	WP_182616237.1
WP_012873300.1	WP_012873300.1
WP_235892505.1	WP_235892505.1
WP_163753885.1	WP_163753885.1
WP_153803715.1	WP_153803715.1
WP_243841390.1	WP_243841390.1
WP_223186609.1	WP_223186609.1
WP_223860069.1	WP_223860069.1
WP_223860069.1	WP_050057002.1
WP_223860069.1	WP_224167225.1
WP_137724950.1	WP_137724950.1
WP_164203365.1	WP_164203365.1
WP_135134138.1	WP_135134138.1
WP_225233488.1	WP_225233488.1
WP_225233488.1	WP_235494839.1
WP_064438547.1	WP_064438547.1
WP_179443697.1	WP_179443697.1
WP_028850528.1	WP_028850528.1
WP_157079155.1	WP_157079155.1
WP_123229022.1	WP_123229022.1
WP_134718670.1	WP_134718670.1
WP_253655115.1	WP_253655115.1
WP_209306641.1	WP_209306641.1
WP_210769797.1	WP_210769797.1
WP_020518113.1	WP_020518113.1
WP_249217338.1	WP_249217338.1
WP_245559912.1	WP_245559912.1
WP_245559912.1	WP_245547972.1
WP_238441562.1	WP_238441562.1
WP_003873526.1	WP_003873526.1
WP_003873526.1	WP_224111683.1
WP_003873526.1	WP_070100703.1
WP_003873526.1	WP_062895166.1
WP_003873526.1	WP_223883064.1
WP_240259996.1	WP_240259996.1
WP_036437331.1	WP_036437331.1
WP_237169458.1	WP_237169458.1
WP_237169458.1	WP_005518305.1
WP_237169458.1	WP_237692050.1
WP_237169458.1	WP_217627178.1
WP_237169458.1	WP_013416918.1
WP_237169458.1	WP_107982768.1
WP_237169458.1	WP_087587204.1
WP_237169458.1	WP_087576512.1
WP_163806963.1	WP_163806963.1
WP_007531746.1	WP_007531746.1
WP_085157628.1	WP_085157628.1
WP_234884385.1	WP_234884385.1
WP_028925374.1	WP_028925374.1
WP_040516242.1	WP_040516242.1
WP_164699753.1	WP_164699753.1
WP_164699753.1	WP_036335581.1
WP_160005032.1	WP_160005032.1
WP_175507447.1	WP_175507447.1
WP_169988454.1	WP_169988454.1
WP_233498903.1	WP_233498903.1
WP_204089214.1	WP_204089214.1
WP_204089214.1	WP_220239655.1
WP_041451260.1	WP_041451260.1
WP_036431726.1	WP_036431726.1
WP_040753321.1	WP_040753321.1
WP_040753321.1	WP_232111043.1
WP_222685710.1	WP_222685710.1
WP_222685710.1	WP_068153222.1
WP_222685710.1	WP_068099571.1
WP_255582377.1	WP_255582377.1
WP_054814690.1	WP_054814690.1
WP_232813910.1	WP_232813910.1
WP_253647450.1	WP_253647450.1
WP_010832613.1	WP_010832613.1
WP_235881494.1	WP_235881494.1
WP_235881494.1	WP_187099645.1
WP_235881494.1	WP_041302109.1
WP_090355807.1	WP_090355807.1
WP_090355807.1	WP_167157482.1
WP_090355807.1	WP_187098613.1
WP_219943835.1	WP_219943835.1
WP_158028251.1	WP_158028251.1
WP_246990836.1	WP_246990836.1
WP_255363425.1	WP_255363425.1
WP_244277453.1	WP_244277453.1
WP_244277453.1	WP_245743751.1
WP_084541485.1	WP_084541485.1
WP_224646848.1	WP_224646848.1
WP_224646848.1	WP_068524019.1
WP_224646848.1	WP_102101132.1
WP_224646848.1	WP_146485926.1
WP_224646848.1	WP_211132821.1
WP_035850807.1	WP_035850807.1
WP_035850807.1	WP_142706934.1
WP_246234661.1	WP_246234661.1
WP_238592002.1	WP_238592002.1
WP_230567597.1	WP_230567597.1
WP_223733327.1	WP_223733327.1
WP_072479052.1	WP_072479052.1
WP_035391132.1	WP_035391132.1
WP_163888366.1	WP_163888366.1
WP_067217786.1	WP_067217786.1
WP_067217786.1	WP_069408119.1
WP_067217786.1	WP_110319689.1
WP_235568512.1	WP_235568512.1
WP_235568512.1	WP_079926495.1
WP_226863645.1	WP_226863645.1
WP_226863645.1	WP_209305764.1
WP_226863645.1	WP_134054300.1
WP_226863645.1	WP_085192419.1
WP_226863645.1	WP_185294736.1
WP_226863645.1	WP_193046233.1
WP_226863645.1	WP_059089897.1
WP_226863645.1	WP_011558417.1
WP_222880339.1	WP_222880339.1
WP_083045943.1	WP_083045943.1
WP_085910557.1	WP_085910557.1
WP_242653802.1	WP_242653802.1
WP_242653802.1	WP_253015809.1
WP_068268947.1	WP_068268947.1
WP_245617553.1	WP_245617553.1
WP_014378467.1	WP_014378467.1
WP_228638331.1	WP_228638331.1
WP_146562705.1	WP_146562705.1
WP_154613553.1	WP_154613553.1
WP_182379228.1	WP_182379228.1
WP_113797796.1	WP_113797796.1
WP_203784336.1	WP_203784336.1
WP_229680489.1	WP_229680489.1
WP_221329189.1	WP_221329189.1
WP_204264042.1	WP_204264042.1
WP_132673719.1	WP_132673719.1
WP_132673719.1	WP_093417358.1
WP_132673719.1	WP_145736817.1
WP_132673719.1	WP_132622543.1
WP_132673719.1	WP_132683522.1
WP_023956100.1	WP_023956100.1
WP_019819147.1	WP_019819147.1
WP_062798924.1	WP_062798924.1
WP_062798924.1	WP_247209925.1
WP_243850544.1	WP_243850544.1
WP_243850544.1	WP_229681795.1
WP_227463115.1	WP_227463115.1
WP_210742626.1	WP_210742626.1
WP_015746104.1	WP_015746104.1
WP_230424775.1	WP_230424775.1
WP_224130029.1	WP_224130029.1
WP_143768575.1	WP_143768575.1
WP_255275549.1	WP_255275549.1
WP_250609349.1	WP_250609349.1
WP_146808871.1	WP_146808871.1
WP_090279272.1	WP_090279272.1
WP_090279272.1	WP_090339576.1
WP_090279272.1	WP_064400503.1
WP_181159138.1	WP_181159138.1
WP_181159138.1	WP_216823726.1
WP_181159138.1	WP_205529677.1
WP_197518158.1	WP_197518158.1
WP_197518158.1	WP_205351222.1
WP_197931663.1	WP_197931663.1
WP_098002455.1	WP_098002455.1
WP_024453855.1	WP_024453855.1
WP_024453855.1	WP_062658082.1
WP_206040350.1	WP_206040350.1
WP_241040197.1	WP_241040197.1
WP_072738326.1	WP_072738326.1
WP_255425689.1	WP_255425689.1
WP_255425689.1	WP_226363592.1
WP_255425689.1	WP_141279390.1
WP_073420870.1	WP_073420870.1
WP_246851869.1	WP_246851869.1
WP_235737239.1	WP_235737239.1
WP_248354514.1	WP_248354514.1
WP_248109024.1	WP_248109024.1
WP_217348904.1	WP_217348904.1
WP_012054243.1	WP_012054243.1
WP_012054243.1	WP_003403486.1
WP_012054243.1	WP_031718105.1
WP_012054243.1	WP_031716773.1
WP_012054243.1	WP_031746935.1
WP_012054243.1	WP_014000362.1
WP_012054243.1	WP_055390069.1
WP_012054243.1	WP_057175337.1
WP_012054243.1	WP_055372107.1
WP_012054243.1	WP_057344169.1
WP_012054243.1	WP_215534931.1
WP_012054243.1	WP_070900960.1
WP_012054243.1	WP_055370410.1
WP_012054243.1	WP_214608169.1
WP_012054243.1	WP_070891862.1
WP_012054243.1	WP_214607128.1
WP_012054243.1	WP_015287893.1
WP_012054243.1	WP_057344657.1
WP_012054243.1	WP_069523379.1
WP_012054243.1	WP_070893103.1
WP_012054243.1	WP_031733703.1
WP_012054243.1	WP_015292373.1
WP_012054243.1	WP_070900541.1
WP_012054243.1	WP_235735679.1
WP_012054243.1	WP_193566335.1
WP_012054243.1	WP_220130079.1
WP_240170440.1	WP_240170440.1
WP_240170440.1	WP_174254739.1
WP_133413592.1	WP_133413592.1
WP_133413592.1	WP_143818615.1
WP_133413592.1	WP_046361115.1
WP_133413592.1	WP_111508480.1
WP_133413592.1	WP_043405727.1
WP_133413592.1	WP_048419644.1
WP_024794746.1	WP_024794746.1
WP_153909464.1	WP_153909464.1
WP_255968222.1	WP_255968222.1
WP_255968222.1	WP_081437482.1
WP_255968222.1	WP_185728824.1
WP_255968222.1	WP_084721613.1
WP_255968222.1	WP_080512538.1
WP_255968222.1	WP_167372162.1
WP_255968222.1	WP_162850378.1
WP_255968222.1	WP_128639147.1
WP_255968222.1	WP_112302182.1
WP_255968222.1	WP_080578158.1
WP_255968222.1	WP_082324873.1
WP_114453788.1	WP_114453788.1
WP_144641560.1	WP_144641560.1
WP_083343090.1	WP_083343090.1
WP_079924864.1	WP_079924864.1
WP_079924864.1	WP_200959906.1
WP_079924864.1	WP_142555253.1
WP_169593449.1	WP_169593449.1
WP_208246047.1	WP_208246047.1
WP_208246047.1	WP_246342855.1
WP_208246047.1	WP_190865217.1
WP_208246047.1	WP_151540284.1
WP_208246047.1	WP_151596310.1
WP_208246047.1	WP_208271618.1
WP_062393787.1	WP_062393787.1
WP_123389035.1	WP_123389035.1
WP_257483917.1	WP_257483917.1
WP_068019169.1	WP_068019169.1
WP_005199922.1	WP_005199922.1
WP_005199922.1	WP_006866092.1
WP_005199922.1	WP_127962526.1
WP_005199922.1	WP_119033051.1
WP_005199922.1	WP_143932487.1
WP_005199922.1	WP_006360268.1
WP_005199922.1	WP_075864002.1
WP_005199922.1	WP_232718298.1
WP_005199922.1	WP_035753531.1
WP_005199922.1	WP_006434701.1
WP_005199922.1	WP_096274557.1
WP_005199922.1	WP_159404931.1
WP_005199922.1	WP_074854083.1
WP_245714023.1	WP_245714023.1
WP_245714023.1	WP_222974054.1
WP_245714023.1	WP_245568254.1
WP_245714023.1	WP_245718410.1
WP_245952063.1	WP_245952063.1
WP_245952063.1	WP_236557826.1
WP_245952063.1	WP_229672728.1
WP_085873463.1	WP_085873463.1
WP_009476072.1	WP_009476072.1
WP_109530701.1	WP_109530701.1
WP_194624246.1	WP_194624246.1
WP_083873011.1	WP_083873011.1
WP_083873011.1	WP_084533727.1
WP_083873011.1	WP_084481767.1
WP_083873011.1	WP_084493130.1
WP_083873011.1	WP_189094548.1
WP_083873011.1	WP_084471278.1
WP_083873011.1	WP_081595774.1
WP_083873011.1	WP_195058602.1
WP_083873011.1	WP_081877314.1
WP_083873011.1	WP_084487597.1
WP_248240705.1	WP_248240705.1
WP_056924206.1	WP_056924206.1
WP_185054264.1	WP_185054264.1
WP_082817206.1	WP_082817206.1
WP_236041215.1	WP_236041215.1
WP_239347826.1	WP_239347826.1
WP_239347826.1	WP_239381461.1
WP_239347826.1	WP_239396010.1
WP_239347826.1	WP_239405067.1
WP_239347826.1	WP_239308746.1
WP_239347826.1	WP_239335650.1
WP_155543855.1	WP_155543855.1
WP_257865691.1	WP_257865691.1
WP_072791256.1	WP_072791256.1
WP_071509420.1	WP_071509420.1
WP_071509420.1	WP_217808398.1
WP_071509420.1	WP_197745669.1
WP_065137402.1	WP_065137402.1
WP_065137402.1	WP_055578879.1
WP_065137402.1	WP_069433018.1
WP_065137402.1	WP_197048155.1
WP_065137402.1	WP_205876453.1
WP_065137402.1	WP_065046097.1
WP_065137402.1	WP_065161801.1
WP_085097078.1	WP_085097078.1
WP_085097078.1	WP_066961083.1
WP_085097078.1	WP_083746511.1
WP_085097078.1	WP_067158697.1
WP_085097078.1	WP_084453858.1
WP_085097078.1	WP_068187595.1
WP_085097078.1	WP_231964213.1
WP_085097078.1	WP_231982107.1
WP_085097078.1	WP_231985082.1
WP_085097078.1	WP_173817493.1
WP_085097078.1	WP_231971423.1
WP_085097078.1	WP_068161233.1
WP_085097078.1	WP_068033897.1
WP_085097078.1	WP_142274923.1
WP_085097078.1	WP_174814176.1
WP_085097078.1	WP_186273971.1
WP_085097078.1	WP_231999207.1
WP_085097078.1	WP_249025995.1
WP_085097078.1	WP_172826535.1
WP_085097078.1	WP_068061971.1
WP_085097078.1	WP_085240528.1
WP_085097078.1	WP_067274891.1
WP_085097078.1	WP_055401901.1
WP_085097078.1	WP_067211819.1
WP_085097078.1	WP_067307866.1
WP_085097078.1	WP_068045556.1
WP_085097078.1	WP_083176325.1
WP_085097078.1	WP_065441063.1
WP_085097078.1	WP_231640296.1
WP_085097078.1	WP_067753474.1
WP_085097078.1	WP_083213268.1
WP_085097078.1	WP_231974894.1
WP_085097078.1	WP_067921865.1
WP_085097078.1	WP_231588695.1
WP_085097078.1	WP_068092137.1
WP_085097078.1	WP_040621350.1
WP_085097078.1	WP_083136023.1
WP_085097078.1	WP_067324181.1
WP_085097078.1	WP_240492130.1
WP_085097078.1	WP_073880579.1
WP_085097078.1	WP_076126192.1
WP_085097078.1	WP_175879847.1
WP_085097078.1	WP_170874482.1
WP_085097078.1	WP_231995990.1
WP_085097078.1	WP_172828865.1
WP_085097078.1	WP_068073444.1
WP_197505277.1	WP_197505277.1
WP_197505277.1	WP_205869075.1
WP_197505277.1	WP_197516188.1
WP_197505277.1	WP_211280753.1
WP_197505277.1	WP_205869460.1
WP_197505277.1	WP_197694260.1
WP_197505277.1	WP_197497976.1
WP_197505277.1	WP_207547811.1
WP_197505277.1	WP_197694548.1
WP_197505277.1	WP_197748027.1
WP_197505277.1	WP_197514036.1
WP_197505277.1	WP_221044444.1
WP_197505277.1	WP_216638669.1
WP_197505277.1	WP_007773605.1
WP_197505277.1	WP_075232831.1
WP_197505277.1	WP_196772143.1
WP_197505277.1	WP_197520607.1
WP_197505277.1	WP_218640880.1
WP_197505277.1	WP_196772673.1
WP_197505277.1	WP_207546661.1
WP_197505277.1	WP_196770567.1
WP_197505277.1	WP_197499694.1
WP_197505277.1	WP_248607540.1
WP_197505277.1	WP_220084560.1
WP_197505277.1	WP_232002827.1
WP_221317851.1	WP_221317851.1
WP_221317851.1	WP_149374927.1
WP_082966316.1	WP_082966316.1
WP_082966316.1	WP_170306147.1
WP_082966316.1	WP_085261797.1
WP_082966316.1	WP_109535602.1
WP_082966316.1	WP_084013966.1
WP_082966316.1	WP_125225807.1
WP_082966316.1	WP_083080273.1
WP_082966316.1	WP_082947228.1
WP_134066066.1	WP_134066066.1
WP_134066066.1	WP_078359776.1
WP_134066066.1	WP_078323484.1
WP_134066066.1	WP_046254670.1
WP_134066066.1	WP_096503739.1
WP_134066066.1	WP_057967457.1
WP_134066066.1	WP_078327782.1
WP_134066066.1	WP_070910023.1
WP_134066066.1	WP_030096680.1
WP_160900602.1	WP_160900602.1
WP_231851725.1	WP_231851725.1
WP_224499651.1	WP_224499651.1
WP_258372777.1	WP_258372777.1
WP_258372777.1	WP_110552616.1
WP_094864247.1	WP_094864247.1
WP_127781979.1	WP_127781979.1
WP_243788625.1	WP_243788625.1
WP_183592384.1	WP_183592384.1
WP_131885249.1	WP_131885249.1
WP_131885249.1	WP_007633244.1
WP_131885249.1	WP_182635378.1
WP_131885249.1	WP_182643019.1
WP_131885249.1	WP_256820803.1
WP_131885249.1	WP_039586791.1
WP_131885249.1	WP_010541216.1
WP_131885249.1	WP_107757017.1
WP_131885249.1	WP_149291861.1
WP_131885249.1	WP_063971909.1
WP_131885249.1	WP_061228320.1
WP_131885249.1	WP_179525885.1
WP_131885249.1	WP_067718209.1
WP_131885249.1	WP_067716578.1
WP_131885249.1	WP_182632759.1
WP_131885249.1	WP_216694007.1
WP_131885249.1	WP_017838245.1
WP_131885249.1	WP_230928190.1
WP_131885249.1	WP_107746356.1
WP_131885249.1	WP_106384951.1
WP_241402702.1	WP_241402702.1
WP_135126781.1	WP_135126781.1
WP_246324210.1	WP_246324210.1
WP_085087402.1	WP_085087402.1
WP_085087402.1	WP_041318666.1
WP_180748693.1	WP_180748693.1
WP_040531021.1	WP_040531021.1
WP_094653149.1	WP_094653149.1
WP_255058192.1	WP_255058192.1
WP_255058192.1	WP_240261816.1
WP_097182813.1	WP_097182813.1
WP_053777934.1	WP_053777934.1
WP_242191532.1	WP_242191532.1
WP_237018685.1	WP_237018685.1
WP_237018685.1	WP_237010535.1
WP_195000027.1	WP_195000027.1
WP_201776729.1	WP_201776729.1
WP_223839251.1	WP_223839251.1
WP_223839251.1	WP_237710720.1
WP_223839251.1	WP_168587584.1
WP_012950891.1	WP_012950891.1
WP_213002365.1	WP_213002365.1
WP_254396317.1	WP_254396317.1
WP_253655001.1	WP_253655001.1
WP_238435236.1	WP_238435236.1
WP_135425153.1	WP_135425153.1
WP_020676751.1	WP_020676751.1
WP_235682491.1	WP_235682491.1
WP_235682491.1	WP_255728292.1
WP_083165611.1	WP_083165611.1
WP_083165611.1	WP_062828040.1
WP_083165611.1	WP_087079314.1
WP_070352546.1	WP_070352546.1
WP_028463685.1	WP_028463685.1
WP_065122725.1	WP_065122725.1
WP_155937285.1	WP_155937285.1
WP_238145316.1	WP_238145316.1
WP_166532984.1	WP_166532984.1
WP_200556750.1	WP_200556750.1
WP_129179923.1	WP_129179923.1
WP_056732420.1	WP_056732420.1
WP_056732420.1	WP_130353869.1
WP_245821277.1	WP_245821277.1
WP_168589260.1	WP_168589260.1
WP_194782140.1	WP_194782140.1
WP_130629954.1	WP_130629954.1
WP_130629954.1	WP_082567333.1
WP_107477842.1	WP_107477842.1
WP_164308646.1	WP_164308646.1
WP_164308646.1	WP_161062036.1
WP_254185192.1	WP_254185192.1
WP_238406493.1	WP_238406493.1
WP_224766793.1	WP_224766793.1
WP_216926636.1	WP_216926636.1
WP_239545171.1	WP_239545171.1
WP_239545171.1	WP_179648219.1
WP_239545171.1	WP_179728184.1
WP_239545171.1	WP_252372600.1
WP_239545171.1	WP_222117959.1
WP_239545171.1	WP_257427664.1
WP_239545171.1	WP_038682141.1
WP_239545171.1	WP_246591940.1
WP_239545171.1	WP_118928467.1
WP_239545171.1	WP_141005670.1
WP_239545171.1	WP_168488952.1
WP_239545171.1	WP_207007655.1
WP_123669696.1	WP_123669696.1
WP_114737653.1	WP_114737653.1
WP_192933078.1	WP_192933078.1
WP_028848393.1	WP_028848393.1
WP_211174035.1	WP_211174035.1
WP_157079643.1	WP_157079643.1
WP_208416772.1	WP_208416772.1
WP_227759808.1	WP_227759808.1
WP_185054687.1	WP_185054687.1
WP_085999695.1	WP_085999695.1
WP_136707406.1	WP_136707406.1
WP_136707406.1	WP_188742206.1
WP_136707406.1	WP_173923205.1
WP_235884090.1	WP_235884090.1
WP_235884090.1	WP_245761817.1
WP_133904568.1	WP_133904568.1
WP_242895309.1	WP_242895309.1
WP_030483540.1	WP_030483540.1
WP_232542344.1	WP_232542344.1
WP_254648655.1	WP_254648655.1
WP_254648655.1	WP_089103695.1
WP_067395258.1	WP_067395258.1
WP_257919139.1	WP_257919139.1
WP_257919139.1	WP_143050915.1
WP_052606848.1	WP_052606848.1
WP_158015511.1	WP_158015511.1
WP_043402190.1	WP_043402190.1
WP_043402190.1	WP_155901900.1
WP_067334830.1	WP_067334830.1
WP_071024131.1	WP_071024131.1
WP_241386391.1	WP_241386391.1
WP_163779744.1	WP_163779744.1
WP_094683638.1	WP_094683638.1
WP_094683638.1	WP_032397573.1
WP_009680802.1	WP_009680802.1
WP_108579906.1	WP_108579906.1
WP_124710536.1	WP_124710536.1
WP_244692890.1	WP_244692890.1
WP_231503149.1	WP_231503149.1
WP_083933808.1	WP_083933808.1
WP_013873929.1	WP_013873929.1
WP_013873929.1	WP_200902438.1
WP_009152872.1	WP_009152872.1
WP_240163039.1	WP_240163039.1
WP_043724463.1	WP_043724463.1
WP_125781248.1	WP_125781248.1
WP_235498414.1	WP_235498414.1
WP_235498414.1	WP_241839978.1
WP_235498414.1	WP_207550279.1
WP_137449308.1	WP_137449308.1
WP_010837250.1	WP_010837250.1
WP_031053958.1	WP_031053958.1
WP_205857702.1	WP_205857702.1
WP_146319162.1	WP_146319162.1
WP_051744750.1	WP_051744750.1
WP_051744750.1	WP_189321529.1
WP_250643367.1	WP_250643367.1
WP_248818777.1	WP_248818777.1
WP_132196231.1	WP_132196231.1
WP_246573163.1	WP_246573163.1
WP_228788143.1	WP_228788143.1
WP_202098213.1	WP_202098213.1
WP_202098213.1	WP_020727427.1
WP_202098213.1	WP_197047639.1
WP_202098213.1	WP_197706201.1
WP_202098213.1	WP_211091744.1
WP_202098213.1	WP_198967528.1
WP_202098213.1	WP_196809716.1
WP_202098213.1	WP_197565176.1
WP_202098213.1	WP_011739042.1
WP_202098213.1	WP_208023077.1
WP_202098213.1	WP_223162098.1
WP_191495888.1	WP_191495888.1
WP_191495888.1	WP_169726230.1
WP_191495888.1	WP_186241676.1
WP_036429147.1	WP_036429147.1
WP_036429147.1	WP_235749813.1
WP_221776353.1	WP_221776353.1
WP_221776353.1	WP_206531351.1
WP_221776353.1	WP_102799728.1
WP_221776353.1	WP_043800552.1
WP_221776353.1	WP_235431229.1
WP_221776353.1	WP_170914118.1
WP_221776353.1	WP_231772898.1
WP_159925553.1	WP_159925553.1
WP_159925553.1	WP_109331694.1
WP_236830862.1	WP_236830862.1
WP_138732422.1	WP_138732422.1
WP_138732422.1	WP_138732710.1
WP_138732422.1	WP_138758179.1
WP_119696167.1	WP_119696167.1
WP_119696167.1	WP_087055905.1
WP_163736201.1	WP_163736201.1
WP_049698808.1	WP_049698808.1
WP_049698808.1	WP_064869925.1
WP_049698808.1	WP_005203887.1
WP_049698808.1	WP_064868261.1
WP_049698808.1	WP_064863179.1
WP_049698808.1	WP_064905595.1
WP_149370563.1	WP_149370563.1
WP_161928656.1	WP_161928656.1
WP_245658357.1	WP_245658357.1
WP_245658357.1	WP_066946319.1
WP_153343114.1	WP_153343114.1
WP_153343114.1	WP_019927610.1
WP_153343114.1	WP_255633949.1
WP_195692816.1	WP_195692816.1
WP_252439930.1	WP_252439930.1
WP_197503306.1	WP_197503306.1
WP_088944898.1	WP_088944898.1
WP_088944898.1	WP_084348020.1
WP_111863082.1	WP_111863082.1
WP_056536636.1	WP_056536636.1
WP_148573787.1	WP_148573787.1
WP_068432417.1	WP_068432417.1
WP_068432417.1	WP_114329775.1
WP_018157873.1	WP_018157873.1
WP_156697810.1	WP_156697810.1
WP_156697810.1	WP_056863032.1
WP_236543127.1	WP_236543127.1
